,X1 transaction date_1,X1 transaction date_2,X1 transaction date_3,X2 house age_1,X2 house age_2,X2 house age_3,X3 distance to the nearest MRT station_1,X3 distance to the nearest MRT station_2,X3 distance to the nearest MRT station_3,X4 number of convenience stores_1,X4 number of convenience stores_2,X4 number of convenience stores_3,X5 latitude_1,X5 latitude_2,X5 latitude_3,X6 longitude_1,X6 longitude_2,X6 longitude_3,censoring,Y house price of unit area
308,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,53.0
309,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19.1
310,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,24.7
311,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,42.2
312,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,78.0
313,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42.8
314,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,41.6
315,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,27.3
316,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,42.0
317,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,37.5
318,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,49.8
319,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,26.9
320,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,18.6
321,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,37.7
322,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33.1
323,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,42.5
324,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,31.3
325,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,38.1
326,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,62.1
327,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,36.7
328,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,23.6
329,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,19.2
330,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12.8
331,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.6
332,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,39.6
333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,38.4
334,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,22.8
335,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,36.5
336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,35.6
337,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,30.9
338,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,36.3
339,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,50.4
340,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,42.9
341,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37.0
342,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,53.5
343,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,46.6
344,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,41.2
345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,37.9
346,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,30.8
347,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11.2
348,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,53.7
349,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,47.0
350,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42.3
351,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,28.6
352,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,25.7
353,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,31.3
354,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30.1
355,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,60.7
356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,45.3
357,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,44.9
358,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,45.1
359,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,24.7
360,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,47.1
361,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,63.3
362,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,40.0
363,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,48.0
364,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,33.1
365,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,29.5
366,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24.8
367,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,20.9
368,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,43.1
369,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,22.8
370,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,42.1
371,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,51.7
372,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,41.5
373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,52.2
374,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,49.5
375,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,23.8
376,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,30.5
377,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,56.8
378,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,37.4
379,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,69.7
380,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,53.3
381,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,47.3
382,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,29.3
383,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,40.3
384,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.9
385,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,46.6
386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,55.3
387,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,25.6
388,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,27.3
389,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,67.7
390,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,38.6
391,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,31.3
392,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,35.3
393,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,40.3
394,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,24.7
395,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,42.5
396,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,31.9
397,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,32.2
398,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,23.0
399,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,37.3
400,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,35.5
401,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,27.7
402,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,28.5
403,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,39.7
404,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,41.2
405,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,37.2
406,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,40.5
407,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,22.3
408,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,28.1
409,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15.4
410,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,50.0
411,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,40.6
412,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,52.5
413,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,63.9
